id_site;site;id_alat;lat;lon;elevasi;id_provinsi;id_kabupaten;id_kecamatan;date_created;id_user
53032001a;Lapeon;a;-9.49118;124.54406;349;53;5303;530320;2021/01/06 21:19:00;1
53040101a;Weluli;a;-9.11459;125.09042;0;53;5304;530401;2021/01/06 21:19:00;1
53040201a;Wedomu;a;-9.12758;124.98228;383;53;5304;530402;2021/01/06 21:19:00;1
53040202a;Fatulotu;a;-9.11983;124.9796;404;53;5304;530402;2021/01/06 21:19:00;1
53040401a;Nenuk;a;-9.09594;124.89478;328;53;5304;530404;2021/01/06 21:19:00;1
53040402a;Kimbana;a;-9.20884;124.87718;442;53;5304;530404;2021/01/06 21:19:00;1
53040403a;Bakustulama;a;-9.23982;124.89706;506;53;5304;530404;2021/01/06 21:19:00;1
53040501a;Umarese;a;-9.03944;124.8319;50;53;5304;530405;2021/01/06 21:19:00;1
53040502a;Fatukmetan;a;-8.97391;124.92279;10;53;5304;530405;2021/01/06 21:19:00;1
53040601a;Boas;a;-9.41694;124.9064;0;53;5304;530406;2021/01/06 21:19:00;1
53040701a;Wemasa;a;-9.51652;124.98353;3;53;5304;530407;2021/01/06 21:19:00;1
53040702a;Reinawe;a;-9.5168;124.95186;18;53;5304;530407;2021/01/06 21:19:00;1
53040802a;Betun;a;-9.55;124.9;61;53;5304;530408;2021/01/06 21:19:00;1
53040901a;Kaputu;a;-9.55367;124.86365;291;53;5304;530409;2021/01/06 21:19:00;1
53041001a;Besikama;a;-9.62806;124.8664;474;53;5304;530410;2021/01/06 21:19:00;1
53041002a;Berhau;a;-9.67701;124.8968;0;53;5304;530410;2021/01/06 21:19:00;1
53041101a;Biudukfoho;a;-9.60987;124.74088;562;53;5304;530411;2021/01/06 21:19:00;1
53041102a;Haekesak;a;-9.60538;124.74098;542;53;5304;530411;2021/01/06 21:19:00;1
53041301a;Sukabitetek;a;-9.36275;124.90909;657;53;5304;530413;2021/01/06 21:19:00;1
53041401a;Laen Manen;a;-9.41508;124.83148;488;53;5304;530414;2021/01/06 21:19:00;1
53041501a;Hanemasin;a;-9.73966;124.83939;8;53;5304;530415;2021/01/06 21:19:00;1
53041601a;Weliman;a;-9.61784;124.86038;81;53;5304;530416;2021/01/06 21:19:00;1
53041801a;Loonuna;a;-9.155;125.12061;996;53;5304;530418;2021/01/06 21:19:00;1
53050101a;Teluk Mutiara;a;-8.22893;124.56696;30;53;5305;530501;2021/01/06 21:19:00;1
53050201a;Kokar;a;-8.1576;124.45297;18;53;5305;530502;2021/01/06 21:19:00;1
53050202a;Fanating;a;-8.25025;124.53271;0;53;5305;530502;2021/01/06 21:19:00;1
53050301a;Moru;a;-8.26837;124.4987;345;53;5305;530503;2021/01/06 21:19:00;1
53050401a;Apui;a;-8.30077;124.72822;1324;53;5305;530504;2021/01/06 21:19:00;1
53050501a;Maritaing;a;-8.2827;125.12658;0;53;5305;530505;2021/01/06 21:19:00;1
53050502a;Mainang;a;-8.26616;124.95769;744;53;5305;530505;2021/01/06 21:19:00;1
53050503a;Bukapititng;a;-8.1539;124.7523;49;53;5305;530505;2021/01/06 21:19:00;1
53050601a;Baranusa;a;-8.3654;124.0857;19;53;5305;530506;2021/01/06 21:19:00;1
53050602a;Kabir;a;-8.24733;124.22152;23;53;5305;530506;2021/01/06 21:19:00;1
53060101a;Konga;a;-8.43972;122.7822;10;53;5306;530601;2021/01/06 21:19:00;1
53060102a;Boru;a;-8.5275;122.7119;256;53;5306;530601;2021/01/06 21:19:00;1
53060103a;Hokeng;a;-8.51806;122.7244;285;53;5306;530601;2021/01/06 21:19:00;1
53060301a;Larantuka;a;-8.33806;122.94389;22;53;5306;530603;2021/01/06 21:19:00;1
53060302a;Lewolaga;a;-8.40361;122.9514;219;53;5306;530603;2021/01/06 21:19:00;1
53060401a;Lewohala;a;-8.28528;122.9514;201;53;5306;530604;2021/01/06 21:19:00;1
53060402a;Riangkemie;a;-8.28955;122.94206;188;53;5306;530604;2021/01/06 21:19:00;1
53060501a;Waiklibang;a;-8.17167;122.8889;40;53;5306;530605;2021/01/06 21:19:00;1
53060601a;Ritaebang;a;-8.51;122.9056;2;53;5306;530606;2021/01/06 21:19:00;1
53060701a;Menanga;a;-8.42778;123.08;0;53;5306;530607;2021/01/06 21:19:00;1
53060801a;Waiwadan;a;-8.26667;123.1;10;53;5306;530608;2021/01/06 21:19:00;1
53060901a;Baniona;a;-8.38;123.01;25;53;5306;530609;2021/01/06 21:19:00;1
53061001a;Waiwerang;a;-8.38;123.16;100;53;5306;530610;2021/01/06 21:19:00;1
53061002a;Ile Boleng;a;-8.3685;123.27181;376;53;5306;530610;2021/01/06 21:19:00;1
53061101a;Klubagolit;a;-8.29905;123.22486;265;53;5306;530611;2021/01/06 21:19:00;1
53061201a;Witihama;a;-8.26717;123.31818;40;53;5306;530612;2021/01/06 21:19:00;1
53070101a;Paga;a;-8.76444;122.0564;4;53;5307;530701;2021/01/06 21:19:00;1
53070301a;Lela;a;-8.72944;122.1697;6;53;5307;530703;2021/01/06 21:19:00;1
53070401a;Ledalero;a;-8.66583;122.1867;203;53;5307;530704;2021/01/06 21:19:00;1
53070402a;Magepanda;a;-8.55;122.07;50;53;5307;530704;2021/01/06 21:19:00;1
53070501a;Wairklau;a;-8.63556;122.2372;21;53;5307;530705;2021/01/06 21:19:00;1
53070601a;Palue;a;-8.32057;121.70691;453;53;5307;530706;2021/01/06 21:19:00;1
53070801a;Waigete;a;-8.6125;122.4256;10;53;5307;530708;2021/01/06 21:19:00;1
53070802a;Patiahu;a;-8.58611;122.4933;3;53;5307;530708;2021/01/06 21:19:00;1
53070803a;Ogolidi;a;-8.5;122.625;249;53;5307;530708;2021/01/06 21:19:00;1
53071001a;Habiwetak;a;-8.65083;122.2467;467;53;5307;530710;2021/01/06 21:19:00;1
53071101a;Bola;a;-8.7295;122.28041;268;53;5307;530711;2021/01/06 21:19:00;1
53080101a;Warukasu;a;-8.79306;121.465;114;53;5308;530801;2021/01/06 21:19:00;1
53080301a;Riaraja;a;-8.85261;121.65503;0;53;5308;530803;2021/01/06 21:19:00;1
53080401a;Paupanda;a;-8.85171;121.65558;30;53;5308;530804;2021/01/06 21:19:00;1
53080501a;Nanganesa;a;-8.83579;121.68012;27;53;5308;530805;2021/01/06 21:19:00;1
53080601a;Detusoko;a;-8.72139;121.7467;694;53;5308;530806;2021/01/06 21:19:00;1
53080701a;Welamosa;a;-8.60282;121.71568;32;53;5308;530807;2021/01/06 21:19:00;1
53080801a;Bokasape;a;-8.78361;121.8853;260;53;5308;530808;2021/01/06 21:19:00;1
53080901a;Wolojita;a;-8.83118;121.8385;412;53;5308;530809;2021/01/06 21:19:00;1
53081001a;Nanganio;a;-8.72139;121.8111;26;53;5308;530810;2021/01/06 21:19:00;1
53081101a;Sokoria;a;-8.64003;121.55336;45;53;5308;530811;2021/01/06 21:19:00;1
53081201a;Watuneso;a;-8.76972;121.5444;0;53;5308;530812;2021/01/06 21:19:00;1
53081301a;Kota Baru;a;-8.51222;121.99;22;53;5308;530813;2021/01/06 21:19:00;1
53081401a;Kelimutu;a;-8.7601;121.83781;1042;53;5308;530814;2021/01/06 21:19:00;1
53090101a;Aimere;a;-8.81082;120.85812;224;53;5309;530901;2021/01/06 21:19:00;1
53090201a;Mataloko;a;-8.84194;121.0617;1036;53;5309;530902;2021/01/06 21:19:00;1
53090601a;Bomari;a;-8.82333;120.96476;1207;53;5309;530906;2021/01/06 21:19:00;1
53090602a;Bajawa;a;-8.79725;120.97108;1200;53;5309;530906;2021/01/06 21:19:00;1
53090901a;Maronggela;a;-8.51822;120.95256;807;53;5309;530909;2021/01/06 21:19:00;1
53090902a;Riung/Bekek;a;-8.7405;120.99093;1119;53;5309;530909;2021/01/06 21:19:00;1
53090903a;Wangka;a;-8.52778;121.0714;847;53;5309;530909;2021/01/06 21:19:00;1
53091201a;Dariwali;a;-8.8876;121.01163;324;53;5309;530912;2021/01/06 21:19:00;1
53091401a;Wolomeze;a;-8.60561;121.05764;444;53;5309;530914;2021/01/06 21:19:00;1
53091501a;Watukapu;a;-8.67696;120.94891;620;53;5309;530915;2021/01/06 21:19:00;1
53100101a;Longko;a;-8.60668;120.50604;1184;53;5310;531001;2021/01/06 21:19:00;1
53100301a;Cancar;a;-8.61881;120.39455;1097;53;5310;531003;2021/01/06 21:19:00;1
53100501a;Iteng;a;-8.75;120.32;70;53;5310;531005;2021/01/06 21:19:00;1
53100502a;Iteng SPARC;a;-8.81589;120.41315;70;53;5310;531005;2021/01/06 21:19:00;1
53100601a;Pagal;a;-8.51028;120.4931;939;53;5310;531006;2021/01/06 21:19:00;1
53101101a;Reo;a;-8.30944;120.4925;62;53;5310;531011;2021/01/06 21:19:00;1
53101201a;Ruteng;a;-8.61083;120.4678;1179;53;5310;531012;2021/01/06 21:19:00;1
53110102a;Prailiu;a;-9.65778;120.2797;7;53;5311;531101;2021/01/06 21:19:00;1
53110201a;Rambangaru;a;-9.44917;120.0481;25;53;5311;531102;2021/01/06 21:19:00;1
53110202a;Hambapraing;a;-9.51417;120.1986;128;53;5311;531102;2021/01/06 21:19:00;1
53110203a;Wairinding;a;-9.6725;120.1272;576;53;5311;531102;2021/01/06 21:19:00;1
53110301a;Lindiwatu;a;-9.7175;119.8908;531;53;5311;531103;2021/01/06 21:19:00;1
53110302a;Waimamongu;a;-9.64514;119.9045;533;53;5311;531103;2021/01/06 21:19:00;1
53110303a;Lewa;a;-9.7025;119.8803;545;53;5311;531103;2021/01/06 21:19:00;1
53110304a;Praipaha;a;-9.68889;119.8644;524;53;5311;531103;2021/01/06 21:19:00;1
53110401a;Makamenggit;a;-9.71306;120.0272;561;53;5311;531104;2021/01/06 21:19:00;1
53110501a;Malahar;a;-9.94861;120.0703;227;53;5311;531105;2021/01/06 21:19:00;1
53110601a;Tawui;a;-10.155;120.0814;38;53;5311;531106;2021/01/06 21:19:00;1
53110701a;Kawangu;a;-9.69547;120.37273;48;53;5311;531107;2021/01/06 21:19:00;1
53110801a;Melolo;a;-9.79;120.58;10;53;5311;531108;2021/01/06 21:19:00;1
53110802a;Wanga;a;-9.77361;120.5917;25;53;5311;531108;2021/01/06 21:19:00;1
53110901a;Tanaraing;a;-9.98167;120.7658;25;53;5311;531109;2021/01/06 21:19:00;1
53111001a;Tanamanang/Ngallu;a;-10.01333;120.7069;43;53;5311;531110;2021/01/06 21:19:00;1
53111101a;Wula;a;-10.22694;120.5594;23;53;5311;531111;2021/01/06 21:19:00;1
53111201a;Kananggar;a;-10.04389;120.3711;697;53;5311;531112;2021/01/06 21:19:00;1
53111301a;Nggongi;a;-10.19389;120.2172;32;53;5311;531113;2021/01/06 21:19:00;1
53111401a;Kamanggih;a;-9.89472;120.4806;609;53;5311;531114;2021/01/06 21:19:00;1
53111501a;Tanarara;a;-10.02306;120.2911;946;53;5311;531115;2021/01/06 21:19:00;1
53111601a;Lambanapu;a;-9.70694;120.2797;13;53;5311;531116;2021/01/06 21:19:00;1
53111801a;Laihau;a;-9.69278;119.8644;525;53;5311;531118;2021/01/06 21:19:00;1
53112001a;Kanatang;a;-9.48472;120.1078;24;53;5311;531120;2021/01/06 21:19:00;1
53112201a;Wairara;a;-9.62444;120.2631;11;53;5311;531122;2021/01/06 21:19:00;1
53120403a;Malata;a;-9.45883;119.3819;127;53;5312;531204;2021/01/06 21:19:00;1
53120401a;Karekanduku;a;-9.52389;119.4203;463;53;5312;531204;2021/01/06 21:19:00;1
53120402a;Lokory;a;-9.4175;119.3908;80;53;5312;531204;2021/01/06 21:19:00;1
53121001a;Waipanapi;a;-9.57694;119.4433;513;53;5312;531210;2021/01/06 21:19:00;1
53121002a;Loli;a;-9.60191;119.40797;584;53;5312;531210;2021/01/06 21:19:00;1
53121101a;Barabedang;a;-9.69278;119.4556;100;53;5312;531211;2021/01/06 21:19:00;1
53121201a;Kabukarudi;a;-9.72583;119.3672;173;53;5312;531212;2021/01/06 21:19:00;1
53121801a;Leteloko/Weetana;a;-9.70177;119.35202;141;53;5312;531218;2021/01/06 21:19:00;1
53130101a;Atawai;a;-8.49037;123.3303;142;53;5313;531301;2021/01/06 21:19:00;1
53130201a;Atakore/Kalikasa;a;-8.44804;123.51273;541;53;5313;531302;2021/01/06 21:19:00;1
53130301a;Waipukang;a;-8.44678;123.50591;526;53;5313;531303;2021/01/06 21:19:00;1
53130401a;Hadakewa;a;-8.37089;123.55157;30;53;5313;531304;2021/01/06 21:19:00;1
53130501a;Lewoleba;a;-8.42554;123.43873;444;53;5313;531305;2021/01/06 21:19:00;1
53130601a;Balauring;a;-8.21989;123.74076;215;53;5313;531306;2021/01/06 21:19:00;1
53130701a;Wairiang;a;-8.22394;123.81133;258;53;5313;531307;2021/01/06 21:19:00;1
53130801a;Wulandoni;a;-8.51022;123.38185;586;53;5313;531308;2021/01/06 21:19:00;1
53140101a;Batutua;a;-10.86191;122.97984;20;53;5314;531401;2021/01/06 21:19:00;1
53140201a;Busalangga;a;-10.79949;122.99789;139;53;5314;531402;2021/01/06 21:19:00;1
53140301a;Buisan;a;-10.76984;123.0745;143;53;5314;531403;2021/01/06 21:19:00;1
53140302a;Lobalain;a;-10.79644;123.09636;88;53;5314;531403;2021/01/06 21:19:00;1
53140402a;Daleholu;a;-10.78479;123.17512;316;53;5314;531404;2021/01/06 21:19:00;1
53140403a;Feapopi;a;-10.67338;123.1104;11;53;5314;531404;2021/01/06 21:19:00;1
53140501a;Olafulihaa;a;-10.64668;123.22976;100;53;5314;531405;2021/01/06 21:19:00;1
53140601a;Papela;a;-10.6054;123.37705;9;53;5314;531406;2021/01/06 21:19:00;1
53150101a;Compang;a;-8.53;120.1997;648;53;5315;531501;2021/01/06 21:19:00;1
53150201a;Ranggu;a;-8.56833;120.3108;1148;53;5315;531502;2021/01/06 21:19:00;1
53150302a;Lembor;a;-8.68833;120.2269;402;53;5315;531503;2021/01/06 21:19:00;1
53150401a;Werang;a;-8.65222;120.0103;354;53;5315;531504;2021/01/06 21:19:00;1
53160101a;Danga;a;-8.55694;121.275;61;53;5316;531601;2021/01/06 21:19:00;1
53160102a;Boanio;a;-8.58091;121.33403;0;53;5316;531601;2021/01/06 21:19:00;1
53160201a;Sorowea/Nangaroro;a;-8.78778;121.3939;103;53;5316;531602;2021/01/06 21:19:00;1
53160202a;Ndora;a;-8.74806;121.2947;612;53;5316;531602;2021/01/06 21:19:00;1
53160301a;Natanage;a;-8.76028;121.1692;447;53;5316;531603;2021/01/06 21:19:00;1
53160401a;Mauponggo;a;-8.88222;121.2133;23;53;5316;531604;2021/01/06 21:19:00;1
53160501a;Anakoli;a;-8.59;121.4069;49;53;5316;531605;2021/01/06 21:19:00;1
53160601a;Wajo;a;-8.85;121.29;304;53;5316;531606;2021/01/06 21:19:00;1
53170101a;Waitabula;a;-9.59572;119.54466;467;53;5317;531701;2021/01/06 21:19:00;1
53170102a;Lendiwacu;a;-9.59444;119.5828;420;53;5317;531701;2021/01/06 21:19:00;1
53170301a;Mananga;a;-9.38222;119.5406;55;53;5317;531703;2021/01/06 21:19:00;1
53180101a;Laura;a;-9.42462;119.3496;79;53;5318;531801;2021/01/06 21:19:00;1
53180102a;Karuni;a;-9.43056;119.3192;102;53;5318;531801;2021/01/06 21:19:00;1
53180303a;Mareda Kalada;a;-9.60278;119.31778;340;53;5318;531803;2021/01/06 21:19:00;1
53180301a;Palla;a;-9.52778;119.35639;362;53;5318;531803;2021/01/06 21:19:00;1
53180302a;Waerame;a;-9.53194;119.2906;500;53;5318;531803;2021/01/06 21:19:00;1
53180401a;Waimangura/Wowara;a;-9.50306;119.2219;469;53;5318;531804;2021/01/06 21:19:00;1
53180501a;Tanateke/Manola;a;-9.52778;119.3564;375;53;5318;531805;2021/01/06 21:19:00;1
53180801a;Kodi;a;-9.51056;119.0344;100;53;5318;531808;2021/01/06 21:19:00;1
53180802a;Mata Kapore;a;-9.58994;119.08347;160;53;5318;531808;2021/01/06 21:19:00;1
53180803a;Kalembukaha;a;-9.43621;119.12616;61;53;5318;531808;2021/01/06 21:19:00;1
53190101a;Borong;a;-8.8175;120.6144;60;53;5319;531901;2021/01/06 21:19:00;1
53190201a;Mano;a;-8.48;120.61;1149;53;5319;531902;2021/01/06 21:19:00;1
53190301a;Benteng Jawa;a;-8.45556;120.5736;851;53;5319;531903;2021/01/06 21:19:00;1
53190401a;Pota;a;-8.35266;120.73133;18;53;5319;531904;2021/01/06 21:19:00;1
53190501a;Lengko Elar;a;-8.58139;120.8372;548;53;5319;531905;2021/01/06 21:19:00;1
53190601a;Sandangruan;a;-8.75333;120.6858;598;53;5319;531906;2021/01/06 21:19:00;1
53190602a;Mukun;a;-8.74722;120.6975;694;53;5319;531906;2021/01/06 21:19:00;1
53200101a;Roboaba;a;-10.52708;121.96434;99;53;5320;532001;2021/01/06 21:19:00;1
53200501a;Daieko;a;-10.54194;121.7594;52;53;5320;532005;2021/01/06 21:19:00;1
53200601a;Raijua;a;-10.60722;121.6111;1;53;5320;532006;2021/01/06 21:19:00;1
53710101a;Naioni;a;-10.26056;123.59961;329;53;5371;537101;2021/01/06 21:19:00;1
53710102a;Manulai II;a;-10.21292;123.57144;157;53;5371;537101;2021/01/06 21:19:00;1
53710201a;Sikumana;a;-10.21833;123.6125;271;53;5371;537102;2021/01/06 21:19:00;1
53710401a;Bakunase;a;-10.18754;123.58722;8;53;5371;537104;2021/01/06 21:19:00;1
53710402a;Oepoi;a;-10.32;123.61;0;53;5371;537104;2021/01/06 21:19:00;1
53710501a;Mapoli;a;-10.18306;123.5831;40;53;5371;537105;2021/01/06 21:19:00;1
61010101a;Diperta Sambas;a;1.44068;109.33;2;61;6101;610101;2021/01/06 21:19:00;1
61010102a;Bpp Sambas;a;1.30318;109.26908;4;61;6101;610101;2021/01/06 21:19:00;1
61010201a;Sekura;a;1.46977;109.22;2;61;6101;610102;2021/01/06 21:19:00;1
61010202a;Matang Segantar;a;1.5964;109.21;3;61;6101;610102;2021/01/06 21:19:00;1
61010301a;Jawai;a;1.32569;109.05;2;61;6101;610103;2021/01/06 21:19:00;1
61010401a;Tebas;a;1.20137;109.16643;1;61;6101;610104;2021/01/06 21:19:00;1
61010402a;Citrus Centre;a;1.1941;109.0967;2;61;6101;610104;2021/01/06 21:19:00;1
61010501a;Pemangkat;a;1.15728;108.9837;4;61;6101;610105;2021/01/06 21:19:00;1
61010601a;Sejangkung;a;1.41887;109.3185;2;61;6101;610106;2021/01/06 21:19:00;1
61010701a;Selakau;a;1.07712;108.96937;1;61;6101;610107;2021/01/06 21:19:00;1
61011101a;Galing;a;1.53223;109.35788;3;61;6101;610111;2021/01/06 21:19:00;1
61011201a;Tekarang;a;1.27;109.12;3;61;6101;610112;2021/01/06 21:19:00;1
61011301a;Semparuk;a;1.13488;109.07533;3;61;6101;610113;2021/01/06 21:19:00;1
61011501a;Sebawi;a;1.28;109.22;1;61;6101;610115;2021/01/06 21:19:00;1
61011601a;Jawai Selatan;a;1.26665;109.01938;3;61;6101;610116;2021/01/06 21:19:00;1
61011801a;Salatiga;a;1.11617;109.02484;3;61;6101;610118;2021/01/06 21:19:00;1
61020601a;Toho;a;0.43005;109.27457;16;61;6102;610206;2021/01/06 21:19:00;1
61020701a;Peniraman;a;0.23106;109.10926;4;61;6102;610207;2021/01/06 21:19:00;1
61020702a;Sei Pinyuh;a;0.28307;109.06201;1;61;6102;610207;2021/01/06 21:19:00;1
61021201a;Sei Kunyit;a;0.51403;108.91285;1;61;6102;610212;2021/01/06 21:19:00;1
61021501a;Segedong;a;0.15779;109.19833;2;61;6102;610215;2021/01/06 21:19:00;1
61021601a;Anjungan;a;0.36014;109.16914;3;61;6102;610216;2021/01/06 21:19:00;1
61021701a;Sadaniang;a;0.5559;109.13849;19;61;6102;610217;2021/01/06 21:19:00;1
61021801a;Mempawah Timur;a;0.36;108.97;3;61;6102;610218;2021/01/06 21:19:00;1
61030101a;Sanggau Kapuas;a;0.12722;110.62148;23;61;6103;610301;2021/01/06 21:19:00;1
61030102a;Penyeladi;a;0.06045;110.6953;12;61;6103;610301;2021/01/06 21:19:00;1
61030201a;Mukok;a;0.13;110.76;25;61;6103;610302;2021/01/06 21:19:00;1
61030401a;Jangkang;a;0.47017;111.1865;29;61;6103;610304;2021/01/06 21:19:00;1
61030501a;Bonti;a;0.26833;110.60333;36;61;6103;610305;2021/01/06 21:19:00;1
61030601a;Beduai;a;0.70218;110.39;6;61;6103;610306;2021/01/06 21:19:00;1
61030701a;Balai Karangan;a;0.80695;110.4144;70;61;6103;610307;2021/01/06 21:19:00;1
61030801a;Kembayan;a;0.63416;110.38843;9;61;6103;610308;2021/01/06 21:19:00;1
61030903a;Bodok;a;0.22817;110.4102;30;61;6103;610309;2021/01/06 21:19:00;1
61031001a;Sosok;a;0.28877;110.22567;7;61;6103;610310;2021/01/06 21:19:00;1
61031101a;Tayan Hilir;a;0.01698;110.10117;11;61;6103;610311;2021/01/06 21:19:00;1
61031201a;Batang Tarang;a;0.1465;110.1197;15;61;6103;610312;2021/01/06 21:19:00;1
61032001a;Meliau;a;-0.12744;110.29846;55;61;6103;610320;2021/01/06 21:19:00;1
61032101a;Entikong;a;0.88912;110.39848;68;61;6103;610321;2021/01/06 21:19:00;1
61040101a;Tanjung Baik Budi;a;-1.4955;110.06076;2;61;6104;610401;2021/01/06 21:19:00;1
61040201a;Marau;a;-2.13503;110.6985;40;61;6104;610402;2021/01/06 21:19:00;1
61040301a;Manis Mata;a;-2.4711;111.02535;40;61;6104;610403;2021/01/06 21:19:00;1
61040401a;Kendawangan;a;-2.5162;110.2168;2;61;6104;610404;2021/01/06 21:19:00;1
61040501a;Sandai;a;-1.20494;110.55294;62;61;6104;610405;2021/01/06 21:19:00;1
61040701a;Sungai Laur;a;-0.952;110.4438;44;61;6104;610407;2021/01/06 21:19:00;1
61040801a;Balai Berkuak;a;-0.6184;110.4375;37;61;6104;610408;2021/01/06 21:19:00;1
61041101a;Nanga Tayap;a;-1.56021;110.56675;45;61;6104;610411;2021/01/06 21:19:00;1
61041201a;Sei Besar;a;-1.96197;110.0966;5;61;6104;610412;2021/01/06 21:19:00;1
61041301a;Tumbang Titi;a;-1.81342;110.6048;30;61;6104;610413;2021/01/06 21:19:00;1
61041401a;Jelai Hulu;a;-1.98622;110.7513;30;61;6104;610414;2021/01/06 21:19:00;1
61041601a;Diperta Ketapang (Delta Pawan);a;-1.84438;109.9777;2;61;6104;610416;2021/01/06 21:19:00;1
61041701a;Muara Pawan;a;-1.7595;109.99615;2;61;6104;610417;2021/01/06 21:19:00;1
61041901a;Hulu Sungai;a;-0.952;110.85;2;61;6104;610419;2021/01/06 21:19:00;1
61050101a;Baning;a;-0.06098;111.5004;29;61;6105;610501;2021/01/06 21:19:00;1
61050201a;Paribang;a;0.07612;111.3053;43;61;6105;610502;2021/01/06 21:19:00;1
61050301a;Paoh;a;-0.05;111.15;25;61;6105;610503;2021/01/06 21:19:00;1
61050601a;Senaning;a;0.90483;111.036;49;61;6105;610506;2021/01/06 21:19:00;1
61050701a;Nanga Dedai;a;-0.05;111.56667;34;61;6105;610507;2021/01/06 21:19:00;1
61050801a;Nanga Mau;a;0.05945;112.48632;37;61;6105;610508;2021/01/06 21:19:00;1
61051401a;Nanga Serawai;a;-0.05;112.33333;67;61;6105;610514;2021/01/06 21:19:00;1
61051901a;Kelam Permai;a;0.05945;111.653;25;61;6105;610519;2021/01/06 21:19:00;1
61052001a;Sei Tabelian;a;-0.11322;111.4577;33;61;6105;610520;2021/01/06 21:19:00;1
61052101a;Mensiku Jaya;a;0.20035;111.47045;43;61;6105;610521;2021/01/06 21:19:00;1
61060301a;Jongkong;a;0.66167;112.28;31;61;6106;610603;2021/01/06 21:19:00;1
61060401a;Benua Martinus;a;1.0975;112.40222;73;61;6106;610604;2021/01/06 21:19:00;1
61060501a;Nanga Bunut;a;0.78917;112.55333;31;61;6106;610605;2021/01/06 21:19:00;1
61060601a;Nanga Suruk;a;0.5029;112.64237;59;61;6106;610606;2021/01/06 21:19:00;1
61060602a;Sungai Besar;a;0.46467;112.6329;52;61;6106;610606;2021/01/06 21:19:00;1
61060801a;Nanga Tepuai;a;0.38;112.29;35;61;6106;610608;2021/01/06 21:19:00;1
61060901a;Selimbau;a;0.59067;112.12083;31;61;6106;610609;2021/01/06 21:19:00;1
61061001a;Semitau;a;0.49915;111.99834;30;61;6106;610610;2021/01/06 21:19:00;1
61061101a;Sejiram;a;0.42662;112.00506;38;61;6106;610611;2021/01/06 21:19:00;1
61061201a;Lanjak;a;0.0362;112.22844;43;61;6106;610612;2021/01/06 21:19:00;1
61061501a;Nanga Silat;a;-0.26;111.78;38;61;6106;610615;2021/01/06 21:19:00;1
61061701a;Kedamin;a;0.84;113.129;42;61;6106;610617;2021/01/06 21:19:00;1
61070101a;Sei Duri;a;0.64663;108.95083;1;61;6107;610701;2021/01/06 21:19:00;1
61070201a;Samalantan;a;0.8;109.2;3;61;6107;610702;2021/01/06 21:19:00;1
61070301a;Ledo;a;1.05;109.59;29;61;6107;610703;2021/01/06 21:19:00;1
61070401a;Bengkayang;a;0.82;109.49;106;61;6107;610704;2021/01/06 21:19:00;1
61070601a;Sanggau Ledo;a;1.13764;109.69572;35;61;6107;610706;2021/01/06 21:19:00;1
61070801a;Simpang Monterado;a;0.8481;109.11741;27;61;6107;610708;2021/01/06 21:19:00;1
61071601a;Kinande;a;0.87405;109.22391;49;61;6107;610716;2021/01/06 21:19:00;1
61080101a;Ngabang;a;0.38397;109.9578;6;61;6108;610801;2021/01/06 21:19:00;1
61080201a;Karangan;a;0.57663;109.3839;44;61;6108;610802;2021/01/06 21:19:00;1
61080301a;Menjalin;a;0.47276;109.33958;18;61;6108;610803;2021/01/06 21:19:00;1
61080401a;Mandor;a;0.31932;109.3373;9;61;6108;610804;2021/01/06 21:19:00;1
61080501a;Serimbu;a;0.75246;110.10248;59;61;6108;610805;2021/01/06 21:19:00;1
61080601a;Darit;a;0.59563;109.6226;5;61;6108;610806;2021/01/06 21:19:00;1
61080701a;Pahauman;a;0.3179;109.6642;27;61;6108;610807;2021/01/06 21:19:00;1
61080702a;Senakin;a;0.3748;109.5609;26;61;6108;610807;2021/01/06 21:19:00;1
61080801a;Meranti;a;0.71;109.754;80;61;6108;610808;2021/01/06 21:19:00;1
61081301a;Sompak;a;0.49667;109.48583;44;61;6108;610813;2021/01/06 21:19:00;1
61090101a;Sekadau Hilir;a;0.02058;110.88226;37;61;6109;610901;2021/01/06 21:19:00;1
61090201a;Sekadau Hulu;a;-0.13187;110.8805;24;61;6109;610902;2021/01/06 21:19:00;1
61090301a;Nanga Taman;a;-0.25992;110.8219;25;61;6109;610903;2021/01/06 21:19:00;1
61090401a;Nanga Mahap;a;-0.42663;110.763;53;61;6109;610904;2021/01/06 21:19:00;1
61090501a;Sei Ayak;a;0.10036;111.07012;30;61;6109;610905;2021/01/06 21:19:00;1
61090601a;Balai Sepuak;a;0.4422;111.20738;24;61;6109;610906;2021/01/06 21:19:00;1
61090701a;Belitang;a;0.25026;111.18322;27;61;6109;610907;2021/01/06 21:19:00;1
61100101a;Belimbing;a;-0.33733;111.67167;40;61;6110;611001;2021/01/06 21:19:00;1
61100201a;Sidomulyo;a;-0.34109;111.74089;30;61;6110;611002;2021/01/06 21:19:00;1
61100301a;Ela Hilir;a;-0.46243;111.9863;57;61;6110;611003;2021/01/06 21:19:00;1
61100501a;Nanga Sayan;a;-0.69087;111.70578;57;61;6110;611005;2021/01/06 21:19:00;1
61100601a;Kota Baru;a;-0.81667;111.56667;83;61;6110;611006;2021/01/06 21:19:00;1
61110101a;Sukadana;a;-1.34;110.07;9;61;6111;611101;2021/01/06 21:19:00;1
