id_site;site;id_alat;lat;lon;elevasi;id_provinsi;id_kabupaten;id_kecamatan;date_created;id_user
35150501a;Kedung Cangkring;a;-7.54806;112.7103;23;35;3515;351505;2021/01/06 21:19:00;1
35150601a;Kludan;a;-7.49778;112.6964;18;35;3515;351506;2021/01/06 21:19:00;1
35150602a;Ngaban/ Putat;a;-7.50611;112.7247;19;35;3515;351506;2021/01/06 21:19:00;1
35150801a;Sidoklumpuk/Sidoarjo;a;-7.44611;112.7206;56;35;3515;351508;2021/01/06 21:19:00;1
35150802a;Sumput;a;-7.43778;112.6828;24;35;3515;351508;2021/01/06 21:19:00;1
35150901a;Grogol/Durung Bedug;a;-7.4775;112.66;14;35;3515;351509;2021/01/06 21:19:00;1
35151001a;Ketintang;a;-7.44056;112.6333;23;35;3515;351510;2021/01/06 21:19:00;1
35151101a;Krian;a;-7.40806;112.5789;32;35;3515;351511;2021/01/06 21:19:00;1
35151102a;Ponokawan;a;-7.39778;112.5939;26;35;3515;351511;2021/01/06 21:19:00;1
35151201a;Penambangan/Bakalan;a;-7.40889;112.5294;35;35;3515;351512;2021/01/06 21:19:00;1
35151202a;Sumokembangsari/Kedung Ploso/Liwung;a;-7.43444;112.5067;30;35;3515;351512;2021/01/06 21:19:00;1
35151301a;Ketegen;a;-7.34917;112.7031;260;35;3515;351513;2021/01/06 21:19:00;1
35151302a;Pertapan Md;a;-7.36861;112.62833;14;35;3515;351513;2021/01/06 21:19:00;1
35151401a;Bangsri/Botokan;a;-7.39056;112.6581;22;35;3515;351514;2021/01/06 21:19:00;1
35151402a;Cangkirsari/Ketawang;a;-7.395;112.6356;24;35;3515;351514;2021/01/06 21:19:00;1
35151403a;Pekarungan/Karangnongko;a;-7.40583;112.6722;24;35;3515;351514;2021/01/06 21:19:00;1
35151404a;Kebonagung/Klagen;a;-7.42167;112.6814;13;35;3515;351514;2021/01/06 21:19:00;1
35151501a;Banjar Kemantren;a;-7.4125;112.7253;18;35;3515;351515;2021/01/06 21:19:00;1
35151601a;Kebonanom/Seruni;a;-7.39722;112.7106;6;35;3515;351516;2021/01/06 21:19:00;1
35151701a;Pulungan/Sedati;a;-7.39361;112.77472;12;35;3515;351517;2021/01/06 21:19:00;1
35151702a;Sedati Gede/Bono;a;-7.37389;112.7492;12;35;3515;351517;2021/01/06 21:19:00;1
35151703a;Juanda;a;-7.38417;112.7833;17;35;3515;351517;2021/01/06 21:19:00;1
35160101a;Dinoyo/Cakarayam;a;-7.59139;112.4278;94;35;3516;351601;2021/01/06 21:19:00;1
35160103a;Glederan/Manting;a;-7.63056;112.4408;179;35;3516;351601;2021/01/06 21:19:00;1
35160201a;Padi/Pugeran;a;-7.62389;112.5039;282;35;3516;351602;2021/01/06 21:19:00;1
35160301a;Pandanarum/Pandan;a;-7.60833;112.5322;283;35;3516;351603;2021/01/06 21:19:00;1
35160302a;Pacet;a;-7.66472;112.5311;574;35;3516;351603;2021/01/06 21:19:00;1
35160304a;Padusan;a;-7.6675;112.54556;652;35;3516;351603;2021/01/06 21:19:00;1
35160401a;Selotapak/Trawas;a;-7.65806;112.5914;707;35;3516;351604;2021/01/06 21:19:00;1
35160402a;Sukosari;a;-7.645;112.5747;598;35;3516;351604;2021/01/06 21:19:00;1
35160501a;Kesemen/Janjing;a;-7.59444;112.5819;216;35;3516;351605;2021/01/06 21:19:00;1
35160801a;Mojosari;a;-7.51528;112.5569;28;35;3516;351608;2021/01/06 21:19:00;1
35160901a;Ngembek/Ketangi;a;-7.56611;112.4931;101;35;3516;351609;2021/01/06 21:19:00;1
35160902a;Panggul/Klegen;a;-7.60028;112.4708;141;35;3516;351609;2021/01/06 21:19:00;1
35161001a;Pudaksari;a;-7.49984;112.48891;29;35;3516;351610;2021/01/06 21:19:00;1
35161101a;Tangunan;a;-7.54306;112.4642;70;35;3516;351611;2021/01/06 21:19:00;1
35161102a;Tampungrejo;a;-7.56583;112.4356;70;35;3516;351611;2021/01/06 21:19:00;1
35161201a;Trowulan/Sumbersooko;a;-7.55583;112.3819;67;35;3516;351612;2021/01/06 21:19:00;1
35161202a;Pandansili;a;-7.53639;112.3878;48;35;3516;351612;2021/01/06 21:19:00;1
35161203a;Domas/Kasihan;a;-7.56194;112.4142;64;35;3516;351612;2021/01/06 21:19:00;1
35161204a;Sambisari/Trowulan;a;-7.55889;112.3972;61;35;3516;351612;2021/01/06 21:19:00;1
35161301a;Gemekan/Sambiroto;a;-7.52861;112.4019;45;35;3516;351613;2021/01/06 21:19:00;1
35161401a;Gedeg;a;-7.45611;112.3928;37;35;3516;351614;2021/01/06 21:19:00;1
35161402a;Terusan;a;-7.46083;112.4322;32;35;3516;351614;2021/01/06 21:19:00;1
35161403a;Sumbernongko/Mernung;a;-7.42713;112.3622;25;35;3516;351614;2021/01/06 21:19:00;1
35161601a;Ngabat/Wates;a;-7.41139;112.4322;27;35;3516;351616;2021/01/06 21:19:00;1
35161801a;Jabon/Pasinan;a;-7.49306;112.4589;36;35;3516;351618;2021/01/06 21:19:00;1
35170101a;Tanggungan;a;-7.59;112.1853;70;35;3517;351701;2021/01/06 21:19:00;1
35170102a;Perak;a;-7.58;112.1575;56;35;3517;351701;2021/01/06 21:19:00;1
35170201a;Blimbing;a;-7.63917;112.2294;84;35;3517;351702;2021/01/06 21:19:00;1
35170301a;Sidowarek/Cangakan;a;-7.66111;112.2372;104;35;3517;351703;2021/01/06 21:19:00;1
35170401a;Bareng;a;-7.68889;112.3044;0;35;3517;351704;2021/01/06 21:19:00;1
35170501a;Wonosalam;a;-7.70667;112.3725;510;35;3517;351705;2021/01/06 21:19:00;1
35170502a;Galengdowo/Pengajaran;a;-7.74694;112.3461;431;35;3517;351705;2021/01/06 21:19:00;1
35170601a;Mojotrisno/Mojoagung;a;-7.56944;112.3558;60;35;3517;351706;2021/01/06 21:19:00;1
35170602a;Penanggalan;a;-7.56278;112.3631;52;35;3517;351706;2021/01/06 21:19:00;1
35170701a;Selorejo;a;-7.59889;112.3144;57;35;3517;351707;2021/01/06 21:19:00;1
35170702a;Mojowangi/Mojowarno;a;-7.63;112.3036;82;35;3517;351707;2021/01/06 21:19:00;1
35170801a;Kayangan/Cukir;a;-7.62389;112.2381;82;35;3517;351708;2021/01/06 21:19:00;1
35170802a;PG.Cukir;a;-7.60861;112.2392;65;35;3517;351708;2021/01/06 21:19:00;1
35170803a;Diwek/Ceweng;a;-7.59028;112.2353;60;35;3517;351708;2021/01/06 21:19:00;1
35170901a;Denanyar/Jombang;a;-7.54139;112.2211;50;35;3517;351709;2021/01/06 21:19:00;1
35170902a;Pulo Lor/PG. Jombang Baru;a;-7.53778;112.2311;38;35;3517;351709;2021/01/06 21:19:00;1
35171001a;Keplaksari/Keplak;a;-7.5375;112.2622;55;35;3517;351710;2021/01/06 21:19:00;1
35171002a;Peterongan;a;-7.54333;112.2847;54;35;3517;351710;2021/01/06 21:19:00;1
35171003a;Bongkot/Sentulan;a;-7.50806;112.2753;45;35;3517;351710;2021/01/06 21:19:00;1
35171004a;Randu Lor/ Krandegan;a;-7.49806;112.2933;37;35;3517;351710;2021/01/06 21:19:00;1
35171101a;Sumobito;a;-7.53806;112.34278;32;35;3517;351711;2021/01/06 21:19:00;1
35171102a;Talunkidul/Balongsono;a;-7.51111;112.3494;46;35;3517;351711;2021/01/06 21:19:00;1
35171103a;Madyopuro/Tenggor;a;-7.505;112.3419;42;35;3517;351711;2021/01/06 21:19:00;1
35171201a;Jombok;a;-7.495;112.3761;38;35;3517;351712;2021/01/06 21:19:00;1
35171202a;Kesamben;a;-7.46361;112.3369;38;35;3517;351712;2021/01/06 21:19:00;1
35171203a;Kedungbetik/Sapon;a;-7.47028;112.2983;35;35;3517;351712;2021/01/06 21:19:00;1
35171204a;Wuluh;a;-7.46028;112.3572;35;35;3517;351712;2021/01/06 21:19:00;1
35171301a;Bedah Lawak/Ponen;a;-7.46;112.2286;52;35;3517;351713;2021/01/06 21:19:00;1
35171302a;Jatiwates/Jatisari;a;-7.45556;112.2625;47;35;3517;351713;2021/01/06 21:19:00;1
35171303a;Kedungotok/Kedungboto;a;-7.48611;112.2539;48;35;3517;351713;2021/01/06 21:19:00;1
35171401a;Rejoagung/Ploso;a;-7.45806;112.22722;33;35;3517;351714;2021/01/06 21:19:00;1
35171601a;Kabuh;a;-7.39306;112.2133;60;35;3517;351716;2021/01/06 21:19:00;1
35171602a;Tanjungwadung/Tanjung;a;-7.40472;112.1861;71;35;3517;351716;2021/01/06 21:19:00;1
35171603a;Karangpakis/Waduk Sempal;a;-7.39917;112.2211;49;35;3517;351716;2021/01/06 21:19:00;1
35171604a;Mangunan;a;-7.40667;112.1875;61;35;3517;351716;2021/01/06 21:19:00;1
35171701a;Tapen;a;-7.43389;112.2819;41;35;3517;351717;2021/01/06 21:19:00;1
35171901a;Jogoroto/Sumber Penganten;a;-7.60833;112.2775;67;35;3517;351719;2021/01/06 21:19:00;1
35172001a;Kedungrejo/Kedung;a;-7.46556;112.2219;48;35;3517;351720;2021/01/06 21:19:00;1
35180101a;Sawahan PU;a;-7.72389;111.77;569;35;3518;351801;2021/01/06 21:19:00;1
35180102a;Stageof. Sawahan;a;-7.72444;111.77306;570;35;3518;351801;2021/01/06 21:19:00;1
35180103a;Kebonagung/Palu Ombo;a;-7.69222;111.8;344;35;3518;351801;2021/01/06 21:19:00;1
35180201a;Blongko/Klodan;a;-7.74389;111.8281;680;35;3518;351802;2021/01/06 21:19:00;1
35180202a;Badong;a;-7.67056;111.8608;121;35;3518;351802;2021/01/06 21:19:00;1
35180301a;Kacangan;a;-7.6625;111.8642;110;35;3518;351803;2021/01/06 21:19:00;1
35180302a;Sengkut / Mlilir;a;-7.66111;111.8736;85;35;3518;351803;2021/01/06 21:19:00;1
35180401a;Patihan;a;-7.65;111.9028;67;35;3518;351804;2021/01/06 21:19:00;1
35180402a;Macanan/Genjeng;a;-7.72167;111.8792;324;35;3518;351804;2021/01/06 21:19:00;1
35180403a;Jatirejo;a;-7.64722;111.8919;82;35;3518;351804;2021/01/06 21:19:00;1
35180501a;Cerme/Pace;a;-7.6775;111.9164;67;35;3518;351805;2021/01/06 21:19:00;1
35180502a;Kecubung/Banaran;a;-7.65583;111.9406;67;35;3518;351805;2021/01/06 21:19:00;1
35180601a;Tegaron/Prambon;a;-7.72639;112.0228;73;35;3518;351806;2021/01/06 21:19:00;1
35180701a;Kelurahan/Dingin;a;-7.66306;112.05639;54;35;3518;351807;2021/01/06 21:19:00;1
35180801a;Kutorejo / Kertosono;a;-7.59528;112.1081;58;35;3518;351808;2021/01/06 21:19:00;1
35181101a;Kedungrejo/Baron;a;-7.60028;112.0267;67;35;3518;351811;2021/01/06 21:19:00;1
35181102a;Warujayeng;a;-7.63806;112.015;73;35;3518;351811;2021/01/06 21:19:00;1
35181103a;Mal;;;;;;;;2021/01/06 21:19:00;1
35181301a;Begadung/Nganjuk;a;-7.58694;111.9044;65;35;3518;351813;2021/01/06 21:19:00;1
35181401a;Ngumpul/Sumber Soko;a;-7.57528;111.8422;85;35;3518;351814;2021/01/06 21:19:00;1
35181501a;Ngadipiro/Tunglur;a;-7.67111;111.7881;332;35;3518;351815;2021/01/06 21:19:00;1
35181502a;Ngudikan;a;-7.55528;111.8394;93;35;3518;351815;2021/01/06 21:19:00;1
35181503a;Mancon/Glatik;a;-7.54528;111.8269;94;35;3518;351815;2021/01/06 21:19:00;1
35181601a;Sambikerep/Kedung Pingit;a;-7.5075;111.9039;77;35;3518;351816;2021/01/06 21:19:00;1
35181602a;Ngadiboyo/Kedung Maron;a;-7.52944;111.8636;77;35;3518;351816;2021/01/06 21:19:00;1
35181603a;Wangkal/'Matokan;a;-7.50389;111.9256;70;35;3518;351816;2021/01/06 21:19:00;1
35181604a;Rejoso;a;-7.52194;111.9081;77;35;3518;351816;2021/01/06 21:19:00;1
35181701a;Songgowar/Gondang;a;-7.51583;111.9564;75;35;3518;351817;2021/01/06 21:19:00;1
35181702a;Sanggahan/Tretes;a;-7.53194;112.0033;64;35;3518;351817;2021/01/06 21:19:00;1
35181703a;Campur/Ngrambek;a;-7.54472;111.9592;69;35;3518;351817;2021/01/06 21:19:00;1
35181801a;Tempuran;a;-7.44694;111.9589;170;35;3518;351818;2021/01/06 21:19:00;1
35181901a;Bangle;a;-7.50917;112.0617;55;35;3518;351819;2021/01/06 21:19:00;1
35181902a;Sumber Kepuh;a;-7.49556;112.0631;79;35;3518;351819;2021/01/06 21:19:00;1
35181903a;Pinggir/Gunung Krikil;a;-7.48417;112.0839;136;35;3518;351819;2021/01/06 21:19:00;1
35181904a;Lengkong;a;-7.535;112.0758;62;35;3518;351819;2021/01/06 21:19:00;1
35181905a;Prayungan;a;-7.50944;112.1125;49;35;3518;351819;2021/01/06 21:19:00;1
35181906a;Sumberkepuh I /Lohgawe;a;-7.49889;112.0789;71;35;3518;351819;2021/01/06 21:19:00;1
35181907a;Sumber Sono I;a;-7.50306;112.0881;74;35;3518;351819;2021/01/06 21:19:00;1
35181908a;Sumbersono Ii  /Kedung Lumbung;a;-7.50111;112.0831;62;35;3518;351819;2021/01/06 21:19:00;1
35181909a;Sumbersono  Iii /Sumber Padas;a;-7.5025;112.0894;78;35;3518;351819;2021/01/06 21:19:00;1
35181910a;Sumberkepuh Ii /Sekar Pudak;a;-7.49528;112.0822;78;35;3518;351819;2021/01/06 21:19:00;1
35181911a;Perning/Ngasem;a;-7.50944;112.1125;53;35;3518;351819;2021/01/06 21:19:00;1
35182001a;Lumpangkuwik/Sumber Kemiri;a;-7.50583;112.1303;56;35;3518;351820;2021/01/06 21:19:00;1
35190201a;Dolopo;a;-7.75111;111.52889;141;35;3519;351902;2021/01/06 21:19:00;1
35190202a;Mlilir/DAM Gombal;a;-7.79833;111.52111;159;35;3519;351902;2021/01/06 21:19:00;1
35190301a;PG Pagotan;a;-7.70278;111.53694;117;35;3519;351903;2021/01/06 21:19:00;1
35190302a;DAM Sareng;a;-7.74639;111.55417;178;35;3519;351903;2021/01/06 21:19:00;1
35190303a;Kartobanyon;a;-7.67222;111.53167;92;35;3519;351903;2021/01/06 21:19:00;1
35190501a;Cermo;a;-7.69306;111.70083;480;35;3519;351905;2021/01/06 21:19:00;1
35190502a;Kare;a;-7.71889;111.68833;669;35;3519;351905;2021/01/06 21:19:00;1
35190503a;Kandangan;a;-7.75861;111.69917;906;35;3519;351905;2021/01/06 21:19:00;1
35190504a;Kepel  I /Giringan;a;-7.72111;111.6742;496;35;3519;351905;2021/01/06 21:19:00;1
35190505a;Kepel II /Catur;a;-7.73667;111.68278;593;35;3519;351905;2021/01/06 21:19:00;1
35190601a;Gemarang;a;-7.63;111.7397;198;35;3519;351906;2021/01/06 21:19:00;1
35190701a;Wungu I /Dungus;a;-7.68639;111.61083;253;35;3519;351907;2021/01/06 21:19:00;1
35190702a;Wungu II /Cau;a;-7.69528;111.63472;327;35;3519;351907;2021/01/06 21:19:00;1
35190801a;Banjarejo/PG.Kanigoro;a;-7.65972;111.53611;93;35;3519;351908;2021/01/06 21:19:00;1
35190802a;Sarapan/Babatan;a;-7.60139;111.59222;76;35;3519;351908;2021/01/06 21:19:00;1
35191001a;Balerejo;a;-7.55306;111.60444;82;35;3519;351910;2021/01/06 21:19:00;1
35191002a;Kuwu;a;-7.51861;111.61639;72;35;3519;351910;2021/01/06 21:19:00;1
35191003a;Pulehrejo/Sogo;a;-7.53611;111.59556;67;35;3519;351910;2021/01/06 21:19:00;1
35191101a;Krajan/Caruban;a;-7.54778;111.65306;88;35;3519;351911;2021/01/06 21:19:00;1
35191102a;Kebonagung/Wates;a;-7.60944;111.69111;137;35;3519;351911;2021/01/06 21:19:00;1
35191201a;Sumber Bendo;a;-7.46835;111.75465;263;35;3519;351912;2021/01/06 21:19:00;1
35191202a;Tulung;a;-7.50611;111.70194;109;35;3519;351912;2021/01/06 21:19:00;1
35191203a;Sumbersari;a;-7.52306;111.69111;100;35;3519;351912;2021/01/06 21:19:00;1
35191204a;Sugihwaras/Saradan;a;-7.55333;111.75028;130;35;3519;351912;2021/01/06 21:19:00;1
35191206a;Bendungan/Kedungrejo;a;-7.54556;111.8342;87;35;3519;351912;2021/01/06 21:19:00;1
35191301a;Kenongorejo/Pilang Kenceng;a;-7.48444;111.66;87;35;3519;351913;2021/01/06 21:19:00;1
35191302a;Duren/Notopuro;a;-7.48444;111.69139;101;35;3519;351913;2021/01/06 21:19:00;1
35191304a;Kedung Banteng;a;-7.47472;111.63167;82;35;3519;351913;2021/01/06 21:19:00;1
35191305a;Wonoayu/Kedungrejo;a;-7.52;111.6556;76;35;3519;351913;2021/01/06 21:19:00;1
35191306a;Pulerejo/Muneng;a;-7.49889;111.61611;82;35;3519;351913;2021/01/06 21:19:00;1
35191401a;Pucangrejo/Karang Anyar;a;-7.57667;111.52583;72;35;3519;351914;2021/01/06 21:19:00;1
35191501a;Sidomulyo I /Dawuan;a;-7.59472;111.6275;77;35;3519;351915;2021/01/06 21:19:00;1
35191502a;Sidomulyo II /Sarangan;a;-7.58972;111.62556;77;35;3519;351915;2021/01/06 21:19:00;1
35200101a;Poncol;a;-7.73056;111.2656;779;35;3520;352001;2021/01/06 21:19:00;1
35200201a;Bungkuk/Parang;a;-7.74722;111.33;363;35;3520;352002;2021/01/06 21:19:00;1
35200301a;Lembeyankulon;a;-7.76139;111.4028;156;35;3520;352003;2021/01/06 21:19:00;1
35200401a;Kerik/Gondang Kerik;a;-7.66;111.4575;106;35;3520;352004;2021/01/06 21:19:00;1
35200501a;Kawedanan;a;-7.69528;111.4175;131;35;3520;352005;2021/01/06 21:19:00;1
35200502a;Bogem/Bogemrejosari;a;-7.68;111.4131;157;35;3520;352005;2021/01/06 21:19:00;1
35200601a;Candirejo/Jejeruk;a;-7.66222;111.315;0;35;3520;352006;2021/01/06 21:19:00;1
35200701a;Sarangan;a;-7.67944;111.2164;1325;35;3520;352007;2021/01/06 21:19:00;1
35200702a;Sidorejo/Slagreng;a;-7.65833;111.2781;623;35;3520;352007;2021/01/06 21:19:00;1
35200703a;Nitikan;a;-7.675;111.2967;529;35;3520;352007;2021/01/06 21:19:00;1
35200801a;Sumberdodol;a;-7.63056;111.2833;539;35;3520;352008;2021/01/06 21:19:00;1
35201001a;Bendo;a;-7.64417;111.355;142;35;3520;352010;2021/01/06 21:19:00;1
35201101a;Sugihwaras/Tinap;a;-7.60417;111.4133;139;35;3520;352011;2021/01/06 21:19:00;1
35201201a;Karangsono/Kantor Pengairan Barat;a;-7.56194;111.4497;87;35;3520;352012;2021/01/06 21:19:00;1
35201301a;Karangrejo/Purwodadi;a;-7.55861;111.4258;104;35;3520;352013;2021/01/06 21:19:00;1
35201401a;Geplak/Jungke;a;-7.56889;111.4042;106;35;3520;352014;2021/01/06 21:19:00;1
35201402a;Taji;a;-7.5825;111.3683;159;35;3520;352014;2021/01/06 21:19:00;1
35201501a;Karangmojo;a;-7.52333;111.4619;74;35;3520;352015;2021/01/06 21:19:00;1
35201502a;Jajar/Lemi;a;-7.52528;111.48667;68;35;3520;352015;2021/01/06 21:19:00;1
35201701a;Goranggareng/Jati;a;-7.72194;111.4597;92;35;3520;352017;2021/01/06 21:19:00;1
35210101a;Banyubiru/Tretes;a;-7.45333;111.1719;202;35;3521;352101;2021/01/06 21:19:00;1
35210102a;Karangasri/Kedung Urung-Urung;a;-7.51;111.1639;440;35;3521;352101;2021/01/06 21:19:00;1
35210201a;Ngrambe;a;-7.51306;111.1975;430;35;3521;352102;2021/01/06 21:19:00;1
35210203a;Babadan;a;-7.50417;111.22;368;35;3521;352102;2021/01/06 21:19:00;1
35210301a;Dawung/Jogorogo;a;-7.49917;111.2606;252;35;3521;352103;2021/01/06 21:19:00;1
35210401a;Kendal;a;-7.56028;111.2886;74;35;3521;352104;2021/01/06 21:19:00;1
35210501a;Tepas/Pg Sudhono;a;-7.49511;111.42146;61;35;3521;352105;2021/01/06 21:19:00;1
35210601a;Budug;a;-7.54444;111.5356;66;35;3521;352106;2021/01/06 21:19:00;1
35210701a;Legundi/Karangjati;a;-7.46083;111.6128;32;35;3521;352107;2021/01/06 21:19:00;1
35210801a;Kedungprahu/Sambiroto;a;-7.44528;111.2214;82;35;3521;352108;2021/01/06 21:19:00;1
35210802a;Kedungbendo;a;-7.38694;111.5425;137;35;3521;352108;2021/01/06 21:19:00;1
35210901a;Margomulyo/Ngawi;a;-7.40444;111.4461;59;35;3521;352109;2021/01/06 21:19:00;1
35210903a;Jururejo/Mardiasri;a;-7.42806;111.4056;70;35;3521;352109;2021/01/06 21:19:00;1
35211001a;Gentong/Bekoh;a;-7.50028;111.3011;154;35;3521;352110;2021/01/06 21:19:00;1
35211002a;Paron;a;-7.43722;111.3956;69;35;3521;352110;2021/01/06 21:19:00;1
35211101a;Begal;a;-7.46944;111.2706;162;35;3521;352111;2021/01/06 21:19:00;1
35211102a;Kedung Galar;a;-7.40806;111.3122;91;35;3521;352111;2021/01/06 21:19:00;1
35211103a;Gemarang/Sokongadirejo;a;-7.39639;111.3658;86;35;3521;352111;2021/01/06 21:19:00;1
35211104a;Kricak;a;-7.39444;111.3442;78;35;3521;352111;2021/01/06 21:19:00;1
35211201a;Widodaren/Wali Kukun;a;-7.40205;111.22316;84;35;3521;352112;2021/01/06 21:19:00;1
35211301a;Kedungharjo/Mantingan;a;-7.38583;111.1497;113;35;3521;352113;2021/01/06 21:19:00;1
35211601a;Ngancar/Papungan;a;-7.38333;111.3692;57;35;3521;352116;2021/01/06 21:19:00;1
35211801a;Guyung;a;-7.50583;111.4103;69;35;3521;352118;2021/01/06 21:19:00;1
35211802a;Keras Kulon;a;-7.52917;111.4233;88;35;3521;352118;2021/01/06 21:19:00;1
35211902a;Cangaan/Padas;a;-7.42;111.5042;82;35;3521;352119;2021/01/06 21:19:00;1
35220101a;Luwihaji/Karang Nongko;a;-7.25167;111.4875;34;35;3522;352201;2021/01/06 21:19:00;1
35220401a;Setren;a;-7.24556;111.72694;83;35;3522;352204;2021/01/06 21:19:00;1
35220601a;Jatiblimbing;a;-7.24472;111.87222;28;35;3522;352206;2021/01/06 21:19:00;1
35220602a;Dander;a;-7.24944;111.84306;55;35;3522;352206;2021/01/06 21:19:00;1
35220603a;Ngempak Dalem / Leran;a;-7.18806;111.82056;48;35;3522;352206;2021/01/06 21:19:00;1
35220801a;Kedungadem;a;-7.33069;112.05008;69;35;3522;352208;2021/01/06 21:19:00;1
35220901a;Simorejo/Cawak;a;-7.22056;112.10889;43;35;3522;352209;2021/01/06 21:19:00;1
35220902a;Tlogorejo;a;-7.15667;112.09361;36;35;3522;352209;2021/01/06 21:19:00;1
35220903a;Brangkal/Kerjo;a;-7.19806;112.08694;45;35;3522;352209;2021/01/06 21:19:00;1
35221001a;Trojalu/Baureno;a;-7.12639;112.11139;27;35;3522;352210;2021/01/06 21:19:00;1
35221101a;Kanor;a;-7.09528;112.01917;44;35;3522;352211;2021/01/06 21:19:00;1
35221102a;Bungur/Simorejo/Medalem;a;-7.13111;112.0419;32;35;3522;352211;2021/01/06 21:19:00;1
35221201a;Sumberejo;a;-7.17583;112.0003;17;35;3522;352212;2021/01/06 21:19:00;1
35221202a;Pekuwon / Kebun Pakuwon;a;-7.1925;112.0019;21;35;3522;352212;2021/01/06 21:19:00;1
35221203a;Mlinjeng/Mekuris;a;-7.23083;112.03083;40;35;3522;352212;2021/01/06 21:19:00;1
35221301a;Balen;a;-7.19444;111.95389;26;35;3522;352213;2021/01/06 21:19:00;1
35221401a;Kedaton/Kapas;a;-7.19806;111.92833;28;35;3522;352214;2021/01/06 21:19:00;1
35221501a;Mulyoagung/Bojonegoro;a;-7.16556;111.89056;30;35;3522;352215;2021/01/06 21:19:00;1
35222101a;Kedung Sumber 1/Sugihan;a;-7.39861;111.87528;136;35;3522;352221;2021/01/06 21:19:00;1
35222102a;Kedung Sumber 2 /Tretes;a;-7.36222;111.87056;79;35;3522;352221;2021/01/06 21:19:00;1
35222401a;Klepek;a;-7.25722;111.92833;22;35;3522;352224;2021/01/06 21:19:00;1
35222601a;Sambungrejo/Sukun;a;-7.41694;111.84111;175;35;3522;352226;2021/01/06 21:19:00;1
35222602a;Gondang;a;-7.39639;111.84889;152;35;3522;352226;2021/01/06 21:19:00;1
35230201a;Pasean/Kebonharjo;a;-6.87583;111.645;76;35;3523;352302;2021/01/06 21:19:00;1
35230301a;Sidodadi/Mundri;a;-6.9525;111.7025;51;35;3523;352303;2021/01/06 21:19:00;1
35230302a;Kedungharjo/Bangilan;a;-6.97389;111.7169;67;35;3523;352303;2021/01/06 21:19:00;1
35230303a;Sidotentrem/Kejuron;a;-6.97111;111.6869;84;35;3523;352303;2021/01/06 21:19:00;1
35230401a;Sukoharjo/Simo;a;-6.82194;111.7767;62;35;3523;352304;2021/01/06 21:19:00;1
35230501a;Sendang;a;-7.00694;111.7269;66;35;3523;352305;2021/01/06 21:19:00;1
35230502a;Medalem;a;-7;111.7192;68;35;3523;352305;2021/01/06 21:19:00;1
35230601a;Belikanget;a;-6.82722;111.8103;42;35;3523;352306;2021/01/06 21:19:00;1
35230701a;Laju Kidul;a;-6.97694;111.74;69;35;3523;352307;2021/01/06 21:19:00;1
35230702a;Mulyoagung/Jojogan;a;-6.96778;111.7939;134;35;3523;352307;2021/01/06 21:19:00;1
35230703a;Kedungjambe/Ngabongan;a;-7.0075;111.7972;78;35;3523;352307;2021/01/06 21:19:00;1
35230801a;Jenurejo/Kerek;a;-6.9;111.8833;99;35;3523;352308;2021/01/06 21:19:00;1
35231001a;Montong Sekar;a;-6.95056;111.8767;194;35;3523;352310;2021/01/06 21:19:00;1
35231002a;Sumurgung;a;-6.95694;111.9067;201;35;3523;352310;2021/01/06 21:19:00;1
35231101a;Mentoro/Sooko;a;-7.11028;111.9372;60;35;3523;352311;2021/01/06 21:19:00;1
35231201a;Beji/Jenu;a;-6.83;111.995;31;35;3523;352312;2021/01/06 21:19:00;1
35231301a;Bogorejo;a;-6.88278;112.0147;20;35;3523;352313;2021/01/06 21:19:00;1
35231302a;Tegalrejo;a;-6.90139;112.0275;14;35;3523;352313;2021/01/06 21:19:00;1
35231401a;Bulurejo/Maibit;a;-7.09028;111.9803;30;35;3523;352314;2021/01/06 21:19:00;1
35231402a;Rangel;a;-7.05833;112.0106;43;35;3523;352314;2021/01/06 21:19:00;1
35231501a;Prungahanwetan/Semanding (Kepet);a;-6.92528;112.055;45;35;3523;352315;2021/01/06 21:19:00;1
35231601a;Latsari/Tuban;a;-6.89389;112.0469;24;35;3523;352316;2021/01/06 21:19:00;1
35231701a;Sumberrejo/Klotok;a;-7.06639;112.0872;30;35;3523;352317;2021/01/06 21:19:00;1
35231801a;Dawung/Palang;a;-6.92861;112.11417;15;35;3523;352318;2021/01/06 21:19:00;1
35231802a;Ngimbang;a;-6.96444;112.1442;58;35;3523;352318;2021/01/06 21:19:00;1
35231901a;Widang;a;-7.09778;112.175;39;35;3523;352319;2021/01/06 21:19:00;1
35240201a;Bluluk;a;-7.27139;112.1344;80;35;3524;352402;2021/01/06 21:19:00;1
35240301a;Mojorejo/Modo;a;-7.245;112.1494;96;35;3524;352403;2021/01/06 21:19:00;1
35240401a;Kayen;a;-7.3313;112.202;73;35;3524;352404;2021/01/06 21:19:00;1
35240402a;Ngunugrejo/Ngimbang;a;-7.30528;112.2142;85;35;3524;352404;2021/01/06 21:19:00;1
35240403a;Girik I /Baru;a;-7.25972;112.2058;101;35;3524;352404;2021/01/06 21:19:00;1
35240404a;Girik Ii /Gandang;a;-7.2525;112.2156;120;35;3524;352404;2021/01/06 21:19:00;1
35240501a;Babat;a;-7.10139;112.1664;18;35;3524;352405;2021/01/06 21:19:00;1
